name,C,solver,max_iter,accuracy,precision,recall,f1score
LogisticRegression,0.1,lbfgs,1000,0.8739985199008977,0.8693265290342534,0.8347316059098671,0.8516779031891522
LogisticRegression,0.1,lbfgs,1500,0.8739985199008977,0.8693265290342534,0.8347316059098671,0.8516779031891522
LogisticRegression,0.1,lbfgs,2000,0.8739985199008977,0.8693265290342534,0.8347316059098671,0.8516779031891522
LogisticRegression,0.1,liblinear,1000,0.8739019916985746,0.8688967861557478,0.8350285841562105,0.851626093211676
LogisticRegression,0.1,liblinear,1500,0.8739019916985746,0.8688967861557478,0.8350285841562105,0.851626093211676
LogisticRegression,0.1,liblinear,2000,0.8739019916985746,0.8688967861557478,0.8350285841562105,0.851626093211676
LogisticRegression,0.2,lbfgs,1000,0.8738698156311335,0.86882966396292,0.8350285841562105,0.8515938517452866
LogisticRegression,0.2,lbfgs,1500,0.8738698156311335,0.86882966396292,0.8350285841562105,0.8515938517452866
LogisticRegression,0.2,lbfgs,2000,0.8738698156311335,0.86882966396292,0.8350285841562105,0.8515938517452866
LogisticRegression,0.2,liblinear,1000,0.8740950481032208,0.8690145196169292,0.8353998069641398,0.8518756861112161
LogisticRegression,0.2,liblinear,1500,0.8740950481032208,0.8690145196169292,0.8353998069641398,0.8518756861112161
LogisticRegression,0.2,liblinear,2000,0.8740950481032208,0.8690145196169292,0.8353998069641398,0.8518756861112161
LogisticRegression,0.30000000000000004,lbfgs,1000,0.8738054634962514,0.8686385049038535,0.8351028287177964,0.8515406162464986
LogisticRegression,0.30000000000000004,lbfgs,1500,0.8738054634962514,0.8686385049038535,0.8351028287177964,0.8515406162464986
LogisticRegression,0.30000000000000004,lbfgs,2000,0.8738054634962514,0.8686385049038535,0.8351028287177964,0.8515406162464986
LogisticRegression,0.30000000000000004,liblinear,1000,0.8740950481032208,0.869071527885061,0.8353255624025541,0.8518644709445392
LogisticRegression,0.30000000000000004,liblinear,1500,0.8740950481032208,0.869071527885061,0.8353255624025541,0.8518644709445392
LogisticRegression,0.30000000000000004,liblinear,2000,0.8740950481032208,0.869071527885061,0.8353255624025541,0.8518644709445392
LogisticRegression,0.4,lbfgs,1000,0.8737732874288104,0.8685714285714285,0.8351028287177964,0.8515083841174912
LogisticRegression,0.4,lbfgs,1500,0.8737732874288104,0.8685714285714285,0.8351028287177964,0.8515083841174912
LogisticRegression,0.4,lbfgs,2000,0.8737732874288104,0.8685714285714285,0.8351028287177964,0.8515083841174912
LogisticRegression,0.4,liblinear,1000,0.8739663438334567,0.8688600556070436,0.8352513178409682,0.8517242684634895
LogisticRegression,0.4,liblinear,1500,0.8739663438334567,0.8688600556070436,0.8352513178409682,0.8517242684634895
LogisticRegression,0.4,liblinear,2000,0.8739663438334567,0.8688600556070436,0.8352513178409682,0.8517242684634895
LogisticRegression,0.5,lbfgs,1000,0.8737732874288104,0.868628359592215,0.8350285841562105,0.8514971419918991
LogisticRegression,0.5,lbfgs,1500,0.8737732874288104,0.868628359592215,0.8350285841562105,0.8514971419918991
LogisticRegression,0.5,lbfgs,2000,0.8737732874288104,0.868628359592215,0.8350285841562105,0.8514971419918991
LogisticRegression,0.5,liblinear,1000,0.8739341677660156,0.8689069138663577,0.8351028287177964,0.8516695691678654
LogisticRegression,0.5,liblinear,1500,0.8739341677660156,0.8689069138663577,0.8351028287177964,0.8516695691678654
LogisticRegression,0.5,liblinear,2000,0.8739341677660156,0.8689069138663577,0.8351028287177964,0.8516695691678654
LogisticRegression,0.6,lbfgs,1000,0.8739019916985746,0.8687828236021007,0.8351770732793823,0.8516485596396259
LogisticRegression,0.6,lbfgs,1500,0.8739019916985746,0.8687828236021007,0.8351770732793823,0.8516485596396259
LogisticRegression,0.6,lbfgs,2000,0.8739019916985746,0.8687828236021007,0.8351770732793823,0.8516485596396259
LogisticRegression,0.6,liblinear,1000,0.8739019916985746,0.8687828236021007,0.8351770732793823,0.8516485596396259
LogisticRegression,0.6,liblinear,1500,0.8739019916985746,0.8687828236021007,0.8351770732793823,0.8516485596396259
LogisticRegression,0.6,liblinear,2000,0.8739019916985746,0.8687828236021007,0.8351770732793823,0.8516485596396259
LogisticRegression,0.7000000000000001,lbfgs,1000,0.8738698156311335,0.8687726886537421,0.8351028287177964,0.8516050878255603
LogisticRegression,0.7000000000000001,lbfgs,1500,0.8738698156311335,0.8687726886537421,0.8351028287177964,0.8516050878255603
LogisticRegression,0.7000000000000001,lbfgs,2000,0.8738698156311335,0.8687726886537421,0.8351028287177964,0.8516050878255603
LogisticRegression,0.7000000000000001,liblinear,1000,0.8739341677660156,0.8688499266239283,0.8351770732793823,0.8516807995154453
LogisticRegression,0.7000000000000001,liblinear,1500,0.8739341677660156,0.8688499266239283,0.8351770732793823,0.8516807995154453
LogisticRegression,0.7000000000000001,liblinear,2000,0.8739341677660156,0.8688499266239283,0.8351770732793823,0.8516807995154453
LogisticRegression,0.8,lbfgs,1000,0.8739663438334567,0.868917040012359,0.8351770732793823,0.8517130418322922
LogisticRegression,0.8,lbfgs,1500,0.8739663438334567,0.868917040012359,0.8351770732793823,0.8517130418322922
LogisticRegression,0.8,lbfgs,2000,0.8739663438334567,0.868917040012359,0.8351770732793823,0.8517130418322922
LogisticRegression,0.8,liblinear,1000,0.8739663438334567,0.8689740420271941,0.8351028287177964,0.8517018135009277
LogisticRegression,0.8,liblinear,1500,0.8739663438334567,0.8689740420271941,0.8351028287177964,0.8517018135009277
LogisticRegression,0.8,liblinear,2000,0.8739663438334567,0.8689740420271941,0.8351028287177964,0.8517018135009277
LogisticRegression,0.9,lbfgs,1000,0.8739341677660156,0.8687929569850954,0.8352513178409682,0.8516920281626164
LogisticRegression,0.9,lbfgs,1500,0.8739341677660156,0.8687929569850954,0.8352513178409682,0.8516920281626164
LogisticRegression,0.9,lbfgs,2000,0.8739341677660156,0.8687929569850954,0.8352513178409682,0.8516920281626164
LogisticRegression,0.9,liblinear,1000,0.8739663438334567,0.868917040012359,0.8351770732793823,0.8517130418322922
LogisticRegression,0.9,liblinear,1500,0.8739663438334567,0.868917040012359,0.8351770732793823,0.8517130418322922
LogisticRegression,0.9,liblinear,2000,0.8739663438334567,0.868917040012359,0.8351770732793823,0.8517130418322922
LogisticRegression,1.0,lbfgs,1000,0.8739341677660156,0.8688499266239283,0.8351770732793823,0.8516807995154453
LogisticRegression,1.0,lbfgs,1500,0.8739341677660156,0.8688499266239283,0.8351770732793823,0.8516807995154453
LogisticRegression,1.0,lbfgs,2000,0.8739341677660156,0.8688499266239283,0.8351770732793823,0.8516807995154453
LogisticRegression,1.0,liblinear,1000,0.8739019916985746,0.8687828236021007,0.8351770732793823,0.8516485596396259
LogisticRegression,1.0,liblinear,1500,0.8739019916985746,0.8687828236021007,0.8351770732793823,0.8516485596396259
LogisticRegression,1.0,liblinear,2000,0.8739019916985746,0.8687828236021007,0.8351770732793823,0.8516485596396259
